
" 19"," 8"
" 7"," 22"
" 12"," 18"
" 8"," 19"
" 19"," 14"
" 19"," 3"
" 17"," 8"
" 13"," 11"
" 13"," 26"
" 14"," 22"
" 24"," 11"
" 4"," 13"
" 22"," 13"
" 14"," 6"
" 20"," 8"
" 2"," 11"
" 5"," 16"
" 15"," 4"
